             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
     268435456,   -2725470995
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
     268435407,    -884913149
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
     268435525,    -502207398
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
             0,             0
